"Estimate","Std..Error","t.value","driver","2.5 %","97.5 %","Response"
2.60389667789693,0.047427831458305,54.902292553394,"(Intercept)",2.51280333253769,2.69617729039959,"abundance"
-0.0879057228576358,0.0426347067801438,-2.06183481713485,"sflow",-0.169678955116979,-0.0120658481722108,"abundance"
0.060378958977048,0.0377384238782103,1.59993324501054,"spH",-0.00916140206797757,0.136588047397245,"abundance"
0.0671030502863975,0.0389204881259125,1.72410608184849,"stemp",-0.00538079844167886,0.140381611160312,"abundance"
0.0735074196999669,0.037712485809703,1.9491533936767,"so2_dis",0.00989389097079332,0.151436243244998,"abundance"
0.0397906268526153,0.0331926691062161,1.19877755914373,"sNH4.N",-0.021410106722342,0.107445845540264,"abundance"
-0.0617420231541998,0.0156013794550105,-3.95747205125319,"PC_axis1",-0.0903506056671854,-0.0327306692466849,"abundance"
1.51498042269386,0.0591461642424522,25.6141787400388,"(Intercept)",1.40682001318894,1.62000179838615,"annelid_abundance"
-0.0530505969131477,0.066474543626354,-0.79805883604616,"sflow",-0.180645840963667,0.0667249612698577,"annelid_abundance"
0.0736617737350895,0.0522527507418152,1.40972049680328,"spH",-0.0196721668423064,0.178333465281991,"annelid_abundance"
0.135396074706206,0.0503143611119227,2.6910025629665,"stemp",0.0373329437095565,0.229104649244264,"annelid_abundance"
0.0447293432410284,0.0543062300865039,0.82365030991434,"so2_dis",-0.0562859234483068,0.150007022148987,"annelid_abundance"
-0.0324113204400815,0.0445097842272769,-0.728184173497272,"sNH4.N",-0.116911334023821,0.0596682075119211,"annelid_abundance"
-0.0288026509774208,0.0249707440378722,-1.15345585753219,"PC_axis1",-0.0757705757411743,0.018230376069599,"annelid_abundance"
1.52013600769278,0.0545313289050138,27.8763792890624,"(Intercept)",1.41796708619632,1.62508776228169,"annelid_spp_richness"
-0.0691461071191082,0.0558030119595487,-1.23911066250746,"sflow",-0.176821288838386,0.0352159217201081,"annelid_spp_richness"
0.0536866454006441,0.04265093070725,1.2587449912674,"spH",-0.0285630946972843,0.144501968051719,"annelid_spp_richness"
0.159508435013525,0.0427720747625587,3.72926578612346,"stemp",0.0716034405696055,0.239597211042306,"annelid_spp_richness"
0.0496374871998521,0.0439870303085207,1.1284573396226,"so2_dis",-0.0340251688841704,0.134181638711174,"annelid_spp_richness"
-0.0217724656659531,0.0349783179386354,-0.62245605132156,"sNH4.N",-0.0884835171037256,0.0485012922639965,"annelid_spp_richness"
-0.0187076833493065,0.0205352156468799,-0.911004961963911,"PC_axis1",-0.0574814633329943,0.0199973283533415,"annelid_spp_richness"
0.991343887970958,0.115840528644059,8.5578329067976,"(Intercept)",0.767880960554739,1.21365897641108,"crustacea_abundance"
0.155270799983942,0.104428756565023,1.4868586497749,"sflow",-0.0570544703020539,0.363421937532642,"crustacea_abundance"
0.0516606124906675,0.0663449487349958,0.77866685370453,"spH",-0.0790966560883413,0.181900424993012,"crustacea_abundance"
0.0254050406203214,0.069631704580804,0.364848753499063,"stemp",-0.10945248596183,0.159019556556238,"crustacea_abundance"
-0.188783990539319,0.0688739013856873,-2.74100910128709,"so2_dis",-0.331127581582935,-0.0490516836843767,"crustacea_abundance"
